ZIP,COUNTY,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
00683,72125,SAN GERMAN,PR,0.952974594,0.996613995,0.977578475,0.9561779
00683,72079,SAN GERMAN,PR,0.00094682,0,0,0.000870638
00683,72023,SAN GERMAN,PR,0.000789017,0.001128668,0,0.000798085
00683,72097,SAN GERMAN,PR,0.000157803,0,0,0.000145106
00683,72121,SAN GERMAN,PR,0.045131766,0.002257336,0.022421525,0.042008271
00923,72127,SAN JUAN,PR,1,1,1,1
01010,25013,BRIMFIELD,MA,0.977018268,1,1,0.977928693
01010,25027,BRIMFIELD,MA,0.022981732,0,0,0.022071307
01267,25003,WILLIAMSTOWN,MA,1,1,1,1
01331,25011,ATHOL,MA,0.001587554,0.00243309,0,0.001567845
01331,25027,ATHOL,MA,0.998412446,0.99756691,1,0.998432155
01257,25003,SHEFFIELD,MA,1,1,1,1
01375,25011,SUNDERLAND,MA,1,1,1,1
01339,25015,CHARLEMONT,MA,0.01097561,0,0,0.010588235
01339,25011,CHARLEMONT,MA,0.98902439,1,1,0.989411765
01469,25017,TOWNSEND,MA,1,1,1,1
02018,25023,ACCORD,MA,1,1,1,1
02128,25025,EAST BOSTON,MA,1,1,1,1
02120,25025,ROXBURY CROSSING,MA,1,1,1,1
02361,25023,PLYMOUTH,MA,1,1,1,1
02199,25025,BOSTON,MA,1,1,1,1
02664,25001,SOUTH YARMOUTH,MA,1,1,1,1
02648,25001,MARSTONS MILLS,MA,1,1,1,1
02668,25001,WEST BARNSTABLE,MA,1,1,1,1
02739,25023,MATTAPOISETT,MA,1,1,1,1
02895,44007,WOONSOCKET,RI,1,1,1,1
03241,33009,HEBRON,NH,1,1,1,1
03281,33011,WEARE,NH,0.999185447,1,1,0.999232933
03281,33013,WEARE,NH,0.000814553,0,0,0.000767067
03884,33017,STRAFFORD,NH,0.998846597,1,1,0.998871332
03884,33015,STRAFFORD,NH,0.001153403,0,0,0.001128668
03886,33003,TAMWORTH,NH,1,1,1,1
03743,33019,CLAREMONT,NH,1,1,1,1
03592,33007,PITTSBURG,NH,1,1,1,1
04548,23023,GEORGETOWN,ME,1,1,1,1
04357,23023,RICHMOND,ME,0.999426934,1,1,0.999478352
04357,23011,RICHMOND,ME,0.000573066,0,0,0.000521648
04424,23003,DANFORTH,ME,0.405701754,0.5,0,0.40552017
04424,23029,DANFORTH,ME,0.594298246,0.5,1,0.59447983
04773,23003,SAINT DAVID,ME,1,1,1,1
04649,23029,JONESPORT,ME,1,1,1,1
04562,23023,PHIPPSBURG,ME,1,1,1,1
04627,23009,DEER ISLE,ME,1,1,1,1
05651,50023,EAST MONTPELIER,VT,1,1,1,1
05763,50021,PITTSFORD,VT,1,1,1,1
05738,50021,CUTTINGSVILLE,VT,1,1,1,1
05679,50017,WILLIAMSTOWN,VT,1,1,1,1
05474,50013,NORTH HERO,VT,1,1,1,1
06010,09005,BRISTOL,CT,0.000108554,0,0,9.67961E-05
06010,09003,BRISTOL,CT,0.999891446,1,1,0.999903204
05874,50019,WESTFIELD,VT,1,1,1,1
05905,50009,GUILDHALL,VT,1,1,0,1
06042,09013,MANCHESTER,CT,0.000275078,0,0,0.000229832
06042,09003,MANCHESTER,CT,0.999724922,1,1,0.999770168
06052,09003,NEW BRITAIN,CT,1,1,1,1
06108,09003,EAST HARTFORD,CT,1,1,1,1
06078,09003,SUFFIELD,CT,1,1,1,1
06409,09007,CENTERBROOK,CT,1,1,1,1
06419,09007,KILLINGWORTH,CT,1,1,1,1
06468,09001,MONROE,CT,1,1,1,1
06880,09001,WESTPORT,CT,1,1,1,1
06787,09005,THOMASTON,CT,1,1,1,1
07010,34003,CLIFFSIDE PARK,NJ,1,1,1,1
06907,09001,STAMFORD,CT,1,1,1,1
07110,34031,NUTLEY,NJ,0.004071206,0,0,0.003489566
07110,34013,NUTLEY,NJ,0.995928794,1,1,0.996510434
07645,34003,MONTVALE,NJ,1,1,1,1
07607,34003,MAYWOOD,NJ,1,1,1,1
07462,34037,VERNON,NJ,1,1,1,1
07727,34025,FARMINGDALE,NJ,1,1,1,1
07758,34025,PORT MONMOUTH,NJ,1,1,1,1
08046,34005,WILLINGBORO,NJ,1,1,1,1
08401,34001,ATLANTIC CITY,NJ,1,1,1,1
08559,34019,STOCKTON,NJ,1,1,1,1
08820,34023,EDISON,NJ,0.997529429,1,1,0.997747449
08820,34039,EDISON,NJ,0.002470571,0,0,0.002252551
08880,34035,SOUTH BOUND BROOK,NJ,1,1,1,1
10005,36061,NEW YORK,NY,1,1,1,1
10004,36061,NEW YORK,NY,1,1,1,1
10008,36061,NEW YORK,NY,1,1,1,1
10038,36061,NEW YORK,NY,1,1,1,1
10110,36061,NEW YORK,NY,0,1,1,1
10115,36061,NEW YORK,NY,0,1,1,1
11210,36047,BROOKLYN,NY,1,1,1,1
11354,36081,FLUSHING,NY,1,1,1,1
11358,36081,FLUSHING,NY,1,1,1,1
11352,36081,FLUSHING,NY,1,1,1,1
11375,36081,FOREST HILLS,NY,1,1,1,1
11553,36059,UNIONDALE,NY,1,1,1,1
11716,36103,BOHEMIA,NY,1,1,1,1
11756,36059,LEVITTOWN,NY,1,1,1,1
11950,36103,MASTIC,NY,1,1,1,1
10537,36119,LAKE PEEKSKILL,NY,0.039177277,0,0.028571429,0.038679245
10537,36079,LAKE PEEKSKILL,NY,0.960822723,1,0.971428571,0.961320755
10595,36119,VALHALLA,NY,1,1,1,1
10916,36071,CAMPBELL HALL,NY,1,1,1,1
10952,36087,MONSEY,NY,1,1,1,1
12180,36083,TROY,NY,1,1,1,1
12156,36021,SCHODACK LANDING,NY,0.226415094,0,0,0.215384615
12156,36083,SCHODACK LANDING,NY,0.773584906,1,1,0.784615385
12086,36057,HAGAMAN,NY,0.708633094,0.5,0.684210526,0.704257768
12086,36035,HAGAMAN,NY,0.130695444,0.1875,0.210526316,0.133486766
12086,36091,HAGAMAN,NY,0.160671463,0.3125,0.105263158,0.162255466
12037,36021,CHATHAM,NY,1,1,1,1
12022,36083,BERLIN,NY,1,1,1,1
12205,36001,ALBANY,NY,1,1,1,1
12752,36105,LAKE HUNTINGTON,NY,1,1,1,1
12845,36113,LAKE GEORGE,NY,1,1,1,1
12989,36033,VERMONTVILLE,NY,0.977695167,1,1,0.978062157
12989,36031,VERMONTVILLE,NY,0.022304833,0,0,0.021937843
12944,36019,KEESEVILLE,NY,0.421284944,0.350515464,0.569230769,0.422535211
12944,36031,KEESEVILLE,NY,0.578715056,0.649484536,0.430769231,0.577464789
12832,36115,GRANVILLE,NY,1,1,1,1
13054,36065,DURHAMVILLE,NY,1,1,1,1
13478,36065,VERONA,NY,1,1,1,1
13656,36045,LA FARGEVILLE,NY,1,1,1,1
14212,36029,BUFFALO,NY,1,1,1,1
14086,36029,LANCASTER,NY,1,1,1,1
14560,36069,SPRINGWATER,NY,0.492237443,0.333333333,0.153846154,0.485790409
14560,36051,SPRINGWATER,NY,0.507762557,0.666666667,0.846153846,0.514209591
14513,36069,NEWARK,NY,0.026089775,0.001760563,0.005208333,0.023024007
14513,36117,NEWARK,NY,0.973910225,0.998239437,0.994791667,0.976975993
14616,36055,ROCHESTER,NY,1,1,1,1
14621,36055,ROCHESTER,NY,1,1,1,1
14861,36015,LOWMAN,NY,1,1,1,1
14903,36015,ELMIRA,NY,1,1,1,1
14818,36097,BURDETT,NY,1,1,1,1
15139,42003,OAKMONT,PA,1,1,1,1
15214,42003,PITTSBURGH,PA,1,1,1,1
15225,42003,PITTSBURGH,PA,1,1,1,1
15222,42003,PITTSBURGH,PA,1,1,1,1
15563,42111,STOYSTOWN,PA,1,1,1,1
15442,42051,GRINDSTONE,PA,1,1,1,1
15642,42003,IRWIN,PA,0.00271927,0,0,0.002504457
15642,42129,IRWIN,PA,0.99728073,1,1,0.997495543
15681,42063,SALTSBURG,PA,0.574978939,0.736196319,0.857142857,0.589763474
15681,42129,SALTSBURG,PA,0.419545072,0.251533742,0.142857143,0.404420318
15681,42005,SALTSBURG,PA,0.00547599,0.012269939,0,0.005816208
15687,42129,STAHLSTOWN,PA,1,1,0,1
15943,42021,NANTY GLO,PA,1,1,1,1
16115,42007,DARLINGTON,PA,1,1,1,1
16120,42073,ENON VALLEY,PA,0.874727669,0.894736842,1,0.881218274
16120,42007,ENON VALLEY,PA,0.125272331,0.105263158,0,0.118781726
16345,42123,RUSSELL,PA,1,1,1,1
16680,42033,SMITHMILL,PA,1,1,1,1
17024,42099,ELLIOTTSBURG,PA,1,1,0,1
17020,42043,DUNCANNON,PA,0.002483238,0.045,0,0.00439713
17020,42099,DUNCANNON,PA,0.997516762,0.955,1,0.99560287
17201,42055,CHAMBERSBURG,PA,1,1,1,1
17569,42011,REINHOLDS,PA,0.197292863,0.116883117,0.111111111,0.194236084
17569,42071,REINHOLDS,PA,0.802707137,0.883116883,0.888888889,0.805763916
17702,42081,WILLIAMSPORT,PA,1,1,1,1
17845,42119,MILLMONT,PA,1,1,1,1
17929,42107,CRESSONA,PA,1,1,1,1
17961,42107,ORWIGSBURG,PA,1,1,1,1
18074,42091,PERKIOMENVILLE,PA,1,1,1,1
18072,42095,PEN ARGYL,PA,1,1,1,1
18035,42095,CHERRYVILLE,PA,1,1,0,1
18902,42017,DOYLESTOWN,PA,1,1,1,1
19061,42045,MARCUS HOOK,PA,1,1,1,1
19150,42091,PHILADELPHIA,PA,0,0.060790274,0.041025641,0.002676097
19150,42101,PHILADELPHIA,PA,1,0.939209726,0.958974359,0.997323903
19138,42101,PHILADELPHIA,PA,1,1,1,1
19440,42017,HATFIELD,PA,0.052725848,0.104095563,0.055335968,0.055873926
19440,42091,HATFIELD,PA,0.947274152,0.895904437,0.944664032,0.944126074
19153,42101,PHILADELPHIA,PA,1,0.925531915,0.98,0.991261689
19153,42045,PHILADELPHIA,PA,0,0.074468085,0.02,0.008738311
19938,10001,CLAYTON,DE,0.933770185,0.967741935,1,0.934106729
19938,10003,CLAYTON,DE,0.066229815,0.032258065,0,0.065893271
19706,10003,DELAWARE CITY,DE,1,1,1,1
20019,11001,WASHINGTON,DC,1,1,1,1
20693,24017,WELCOME,MD,1,1,1,1
20676,24009,PORT REPUBLIC,MD,1,1,1,1
20818,24031,CABIN JOHN,MD,1,1,1,1
21044,24027,COLUMBIA,MD,1,1,1,1
21050,24025,FOREST HILL,MD,1,1,1,1
21218,24510,BALTIMORE,MD,1,1,1,1
21403,24003,ANNAPOLIS,MD,1,1,1,1
21555,24001,OLDTOWN,MD,1,1,0,1
21801,24045,SALISBURY,MD,1,1,1,1
21784,24027,SYKESVILLE,MD,0.06190535,0.009345794,0.009036145,0.055972809
21784,24013,SYKESVILLE,MD,0.93809465,0.990654206,0.990963855,0.944027191
21797,24013,WOODBINE,MD,0.36258597,0.388429752,0.616666667,0.367400419
21797,24031,WOODBINE,MD,0.003026135,0,0,0.0028826
21797,24027,WOODBINE,MD,0.634387895,0.611570248,0.383333333,0.629716981
20195,51059,RESTON,VA,1,1,1,1
22183,51059,VIENNA,VA,1,1,1,1
22015,51059,BURKE,VA,1,1,1,1
22307,51059,ALEXANDRIA,VA,1,1,1,1
22313,51510,ALEXANDRIA,VA,1,1,1,1
22824,51171,EDINBURG,VA,1,1,1,1
22830,51165,FULKS RUN,VA,1,1,0,1
22974,51065,TROY,VA,0.707150368,0.697478992,1,0.707449433
22974,51109,TROY,VA,0.216088328,0.285714286,0,0.21953626
22974,51003,TROY,VA,0.076761304,0.016806723,0,0.073014307
22922,51125,ARRINGTON,VA,0.926078029,0.934782609,1,0.926542605
22922,51009,ARRINGTON,VA,0.073921971,0.065217391,0,0.073457395
22727,51113,MADISON,VA,1,1,1,1
22812,51165,BRIDGEWATER,VA,0.907721796,0.975308642,1,0.914728682
22812,51015,BRIDGEWATER,VA,0.092278204,0.024691358,0,0.085271318
23025,51115,CARDINAL,VA,1,1,0,1
23022,51065,BREMO BLUFF,VA,1,1,1,1
23607,51650,NEWPORT NEWS,VA,0.003580946,0.005752637,0.003745318,0.003754141
23607,51700,NEWPORT NEWS,VA,0.996419054,0.994247363,0.996254682,0.996245859
23666,51700,HAMPTON,VA,0.002465483,0,0,0.002190617
23666,51650,HAMPTON,VA,0.997534517,1,1,0.997809383
23701,51740,PORTSMOUTH,VA,1,1,1,1
23936,51029,DILLWYN,VA,0.982544478,0.993464052,1,0.983227848
23936,51049,DILLWYN,VA,0.017455522,0.006535948,0,0.016772152
24013,51770,ROANOKE,VA,1,1,1,1
24035,51770,ROANOKE,VA,1,1,1,1
24104,51019,HUDDLESTON,VA,1,1,1,1
24245,51169,DUNGANNON,VA,1,1,1,1
24314,51185,BASTIAN,VA,0.112033195,0.0625,0,0.109498681
24314,51021,BASTIAN,VA,0.887966805,0.9375,1,0.890501319
24347,51121,HIWASSEE,VA,0.084449022,0,0,0.082995951
24347,51155,HIWASSEE,VA,0.864057673,1,1,0.866396761
24347,51035,HIWASSEE,VA,0.051493306,0,0,0.050607287
24651,51185,TAZEWELL,VA,1,1,1,1
27022,37169,LAWSONVILLE,NC,1,1,0,1
27292,37057,LEXINGTON,NC,0.997894315,1,1,0.998147495
27292,37151,LEXINGTON,NC,0.002105685,0,0,0.001852505
27529,37101,GARNER,NC,0.288358282,0.18847352,0.266917293,0.278680826
27529,37183,GARNER,NC,0.711641718,0.81152648,0.733082707,0.721319174
27532,37191,GOLDSBORO,NC,1,1,1,1
27801,37127,ROCKY MOUNT,NC,8.66852E-05,0.00128041,0,0.000160192
27801,37065,ROCKY MOUNT,NC,0.999913315,0.99871959,1,0.999839808
27820,37131,CONWAY,NC,1,1,1,1
27824,37095,ENGELHARD,NC,1,1,1,1
27882,37069,SPRING HOPE,NC,0.160099889,0.089171975,0,0.15693043
27882,37127,SPRING HOPE,NC,0.839900111,0.910828025,1,0.84306957
27870,37083,ROANOKE RAPIDS,NC,1,1,1,1
28164,37109,STANLEY,NC,0.307154171,0.295315682,0.146341463,0.304822678
28164,37071,STANLEY,NC,0.692845829,0.704684318,0.853658537,0.695177322
28133,37007,PEACHLAND,NC,0.921409214,0.941176471,0,0.921634293
28133,37179,PEACHLAND,NC,0.078590786,0.058823529,0,0.078365707
28247,37119,CHARLOTTE,NC,1,1,1,1
28311,37051,FAYETTEVILLE,NC,1,1,1,1
28745,37087,LAKE JUNALUSKA,NC,1,1,1,1
28746,37161,LAKE LURE,NC,0.999634369,1,1,0.99965362
28746,37149,LAKE LURE,NC,0.000365631,0,0,0.00034638
28728,37021,ENKA,NC,1,1,1,1
28420,37019,ASH,NC,1,1,0,1
28432,37047,CLARENDON,NC,1,1,0,1
28343,37165,GIBSON,NC,1,1,1,1
29105,45081,MONETTA,SC,0.19375,0.34375,0.363636364,0.201660735
29105,45003,MONETTA,SC,0.80625,0.65625,0.636363636,0.798339265
28786,37087,WAYNESVILLE,NC,1,1,1,1
28777,37121,SPRUCE PINE,NC,0.910677618,0.958275382,0.956834532,0.916741271
28777,37199,SPRUCE PINE,NC,0.007700205,0,0,0.006714414
28777,37011,SPRUCE PINE,NC,0.076317591,0.038942976,0.043165468,0.071620412
28777,37111,SPRUCE PINE,NC,0.005304586,0.002781641,0,0.004923903
28650,37035,MAIDEN,NC,0.765645372,0.880645161,0.911764706,0.77191358
28650,37109,MAIDEN,NC,0.234354628,0.119354839,0.088235294,0.22808642
29210,45063,COLUMBIA,SC,0.275849695,0.356261023,0.203479576,0.279603412
29210,45079,COLUMBIA,SC,0.724150305,0.643738977,0.796520424,0.720396588
29223,45079,COLUMBIA,SC,1,1,1,1
29325,45059,CLINTON,SC,1,1,1,1
29372,45087,PACOLET,SC,0.134745763,0.016949153,0.142857143,0.131935882
29372,45021,PACOLET,SC,0.152118644,0.084745763,0,0.149609536
29372,45083,PACOLET,SC,0.713135593,0.898305085,0.857142857,0.718454583
29133,45075,ROWESVILLE,SC,1,1,1,1
29456,45035,LADSON,SC,0.375754582,0.057497182,0.530562347,0.364535301
29456,45019,LADSON,SC,0.33860169,0.633596392,0.2200489,0.349523517
29456,45015,LADSON,SC,0.285643727,0.308906426,0.249388753,0.285941182
29481,45029,SMOAKS,SC,0.873477038,0.814814815,0,0.87202925
29481,45009,SMOAKS,SC,0.126522962,0.185185185,0,0.12797075
29453,45015,JAMESTOWN,SC,0.984320557,1,0,0.984641638
29453,45019,JAMESTOWN,SC,0.015679443,0,0,0.015358362
29403,45019,CHARLESTON,SC,1,1,1,1
30035,13089,DECATUR,GA,1,1,1,1
29845,45037,PLUM BRANCH,SC,0.013003901,0,0,0.0124533
29845,45065,PLUM BRANCH,SC,0.986996099,1,1,0.9875467
29620,45065,ABBEVILLE,SC,0.003130124,0,0,0.002820685
29620,45001,ABBEVILLE,SC,0.996869876,1,1,0.997179315
29530,45041,COWARD,SC,1,1,1,1
29547,45033,HAMER,SC,1,1,1,1
29565,45067,LATTA,SC,0.135621367,0.046218487,0,0.129725531
29565,45069,LATTA,SC,0.020758373,0,0,0.01941999
29565,45033,LATTA,SC,0.84362026,0.953781513,1,0.85085448
29935,45013,PORT ROYAL,SC,1,1,1,1
29918,45049,ESTILL,SC,1,1,1,1
29924,45049,HAMPTON,SC,1,1,1,1
30411,13175,ALAMO,GA,0.129385965,0.068181818,0,0.125779626
30411,13309,ALAMO,GA,0.870614035,0.931818182,1,0.874220374
30309,13121,ATLANTA,GA,1,1,1,1
30312,13121,ATLANTA,GA,1,1,1,1
30185,13045,WHITESBURG,GA,0.919160105,1,1,0.922535211
30185,13097,WHITESBURG,GA,0.080839895,0,0,0.077464789
30142,13057,HOLLY SPRINGS,GA,1,1,1,1
30132,13223,DALLAS,GA,0.999655002,1,1,0.999683301
30132,13015,DALLAS,GA,0.000344998,0,0,0.000316699
30223,13151,GRIFFIN,GA,5.66187E-05,0.000636132,0,0.000101781
30223,13255,GRIFFIN,GA,0.999716906,0.999363868,1,0.999694656
30223,13035,GRIFFIN,GA,0.000226475,0,0,0.000203562
30228,13063,HAMPTON,GA,0.459776409,0.274325909,0.38372093,0.452568478
30228,13151,HAMPTON,GA,0.509833447,0.703399766,0.523255814,0.517108602
30228,13255,HAMPTON,GA,0.030390144,0.022274326,0.093023256,0.030322919
30521,13011,CARNESVILLE,GA,0.040567152,0.006578947,0,0.03853279
30521,13119,CARNESVILLE,GA,0.959432848,0.993421053,1,0.96146721
30703,13129,CALHOUN,GA,1,1,1,1
30635,13147,ELBERTON,GA,0.003375422,0.001193317,0,0.00311042
30635,13105,ELBERTON,GA,0.996624578,0.998806683,1,0.99688958
30630,13221,CRAWFORD,GA,1,1,1,1
31744,13321,DOERUN,GA,0.37019555,0.26,0,0.365409623
31744,13071,DOERUN,GA,0.590694538,0.68,1,0.594928479
31744,13205,DOERUN,GA,0.039109912,0.06,0,0.039661899
31791,13321,SYLVESTER,GA,0.991324658,0.987544484,1,0.991303066
31791,13095,SYLVESTER,GA,0.008675342,0.012455516,0,0.008696934
31699,13185,MOODY AFB,GA,1,1,1,1
32046,12089,HILLIARD,FL,1,1,1,1
39846,13243,EDISON,GA,0.001128668,0,0,0.001081081
39846,13061,EDISON,GA,0.063205418,0,0,0.060540541
39846,13037,EDISON,GA,0.935665914,1,1,0.938378378
39818,13087,BAINBRIDGE,GA,1,1,1,1
31823,13145,PINE MOUNTAIN VALLEY,GA,1,1,0,1
32505,12033,PENSACOLA,FL,1,1,1,1
32209,12031,JACKSONVILLE,FL,1,1,1,1
33015,12086,HIALEAH,FL,1,1,1,1
32778,12069,TAVARES,FL,1,1,1,1
32792,12117,WINTER PARK,FL,0.384019906,0.22513465,0.163771712,0.354593446
32792,12095,WINTER PARK,FL,0.615980094,0.77486535,0.836228288,0.645406554
32643,12001,HIGH SPRINGS,FL,0.738924985,0.952380952,0.91588785,0.756618044
32643,12023,HIGH SPRINGS,FL,0.105138807,0.015238095,0.074766355,0.09832523
32643,12041,HIGH SPRINGS,FL,0.155936208,0.032380952,0.009345794,0.145056726
32539,12091,CRESTVIEW,FL,0.976236909,0.979949875,1,0.976450035
32539,12131,CRESTVIEW,FL,0.023763091,0.020050125,0,0.023549965
32563,12113,GULF BREEZE,FL,1,1,1,1
33037,12087,KEY LARGO,FL,1,1,1,1
34482,12083,OCALA,FL,1,1,1,1
33144,12086,MIAMI,FL,1,1,1,1
33146,12086,MIAMI,FL,1,1,1,1
33140,12086,MIAMI BEACH,FL,1,1,1,1
33193,12086,MIAMI,FL,1,1,1,1
32968,12061,VERO BEACH,FL,1,1,1,1
32931,12009,COCOA BEACH,FL,1,1,1,1
34949,12111,FORT PIERCE,FL,1,1,1,1
33610,12057,TAMPA,FL,1,1,1,1
33543,12101,WESLEY CHAPEL,FL,1,1,1,1
33556,12057,ODESSA,FL,0.598783982,0.2617866,0.28042328,0.577104025
33556,12101,ODESSA,FL,0.401216018,0.7382134,0.71957672,0.422895975
34112,12021,NAPLES,FL,1,1,1,1
33635,12057,TAMPA,FL,1,1,1,1
33973,12071,LEHIGH ACRES,FL,1,1,1,1
33924,12071,CAPTIVA,FL,1,0,1,1
33993,12071,CAPE CORAL,FL,1,1,1,1
35063,01127,EMPIRE,AL,0.83056325,0.576923077,0.823529412,0.827523766
35063,01073,EMPIRE,AL,0.047553093,0.230769231,0,0.049343594
35063,01009,EMPIRE,AL,0.121883657,0.192307692,0.176470588,0.123132639
35097,01009,LOCUST FORK,AL,1,1,1,1
34292,12115,VENICE,FL,1,1,1,1
35406,01125,TUSCALOOSA,AL,1,1,1,1
35042,01007,CENTREVILLE,AL,0.978233831,0.996212121,1,0.979909451
35042,01105,CENTREVILLE,AL,0.021766169,0.003787879,0,0.020090549
35049,01009,CLEVELAND,AL,1,1,1,1
36108,01101,MONTGOMERY,AL,1,1,1,1
35960,01019,CENTRE,AL,1,1,1,1
35963,01049,DAWSON,AL,1,1,1,1
35621,01103,EVA,AL,0.943396226,0.96,1,0.944248826
35621,01043,EVA,AL,0.056603774,0.04,0,0.055751174
35640,01103,HARTSELLE,AL,1,1,1,1
35645,01077,KILLEN,AL,1,1,1,1
35554,01093,ELDRIDGE,AL,0.056923077,0.136363636,0,0.059171598
35554,01127,ELDRIDGE,AL,0.398461538,0.5,0.5,0.402366864
35554,01057,ELDRIDGE,AL,0.544615385,0.363636364,0.5,0.538461538
35548,01093,BRILLIANT,AL,1,1,1,1
36475,01099,REPTON,AL,0.222782258,0.238095238,0,0.222660099
36475,01035,REPTON,AL,0.775201613,0.761904762,1,0.775369458
36475,01053,REPTON,AL,0.002016129,0,0,0.001970443
36502,01035,ATMORE,AL,0.005721831,0.00110011,0,0.005196588
36502,01053,ATMORE,AL,0.955105634,0.98019802,1,0.958231199
36502,01003,ATMORE,AL,0.015955106,0.00770077,0,0.014903422
36502,01099,ATMORE,AL,0.02321743,0.0110011,0,0.021668791
35740,01071,BRIDGEPORT,AL,1,1,1,1
35801,01089,HUNTSVILLE,AL,1,1,1,1
36250,01015,ALEXANDRIA,AL,1,1,1,1
36037,01041,GREENVILLE,AL,0.003206361,0.00203666,0,0.003035413
36037,01013,GREENVILLE,AL,0.996793639,0.99796334,1,0.996964587
36016,01005,CLAYTON,AL,0.999516675,1,1,0.999570077
36016,01067,CLAYTON,AL,0.000483325,0,0,0.000429923
36066,01051,PRATTVILLE,AL,0.113908752,0.281413613,0.294871795,0.131823513
36066,01001,PRATTVILLE,AL,0.886091248,0.718586387,0.705128205,0.868176487
38632,28033,HERNANDO,MS,0.999020789,1,1,0.999099162
38632,28137,HERNANDO,MS,0.000979211,0,0,0.000900838
36611,01097,MOBILE,AL,1,1,1,1
36551,01003,LOXLEY,AL,1,1,1,1
36861,01123,JACKSONS GAP,AL,1,1,1,1
39159,28125,ROLLING FORK,MS,0.862290862,0.956284153,1,0.872633391
39159,28055,ROLLING FORK,MS,0.137709138,0.043715847,0,0.127366609
39152,28129,PULASKI,MS,0.489698891,0.166666667,0,0.486656201
39152,28123,PULASKI,MS,0.510301109,0.833333333,0,0.513343799
38856,28117,MARIETTA,MS,0.464017186,0.527777778,1,0.46749226
38856,28057,MARIETTA,MS,0.535982814,0.472222222,0,0.53250774
39661,28063,ROXIE,MS,0.005952381,0,0,0.005899705
39661,28001,ROXIE,MS,0.230952381,0.133333333,0,0.230088496
39661,28037,ROXIE,MS,0.763095238,0.866666667,0,0.764011799
39465,28067,PETAL,MS,0.001635534,0.002118644,0,0.001650814
39465,28111,PETAL,MS,0.084014806,0.027542373,0.0125,0.078924613
39465,28035,PETAL,MS,0.91434966,0.970338983,0.9875,0.919424574
37190,47015,WOODBURY,TN,0.99230431,0.995423341,1,0.992673267
37190,47177,WOODBURY,TN,0.00769569,0.004576659,0,0.007326733
37046,47187,COLLEGE GROVE,TN,0.951117735,1,1,0.952353283
37046,47117,COLLEGE GROVE,TN,0.007451565,0,0,0.007263219
37046,47149,COLLEGE GROVE,TN,0.0414307,0,0,0.040383498
39741,28025,CEDARBLUFF,MS,1,1,0,1
37618,47163,BLUFF CITY,TN,1,1,1,1
37338,47153,GRAYSVILLE,TN,0.288819876,0.111111111,0,0.283373786
37338,47143,GRAYSVILLE,TN,0.319254658,0.5,1,0.329490291
37338,47065,GRAYSVILLE,TN,0.031055901,0,0,0.030339806
37338,47007,GRAYSVILLE,TN,0.360869565,0.388888889,0,0.356796117
37310,47139,CHARLESTON,TN,0.044363636,0,0,0.041595636
37310,47011,CHARLESTON,TN,0.955636364,1,1,0.958404364
37320,47011,CLEVELAND,TN,1,1,1,1
38463,47181,IRON CITY,TN,0.675076923,0.693548387,1,0.676139728
38463,47099,IRON CITY,TN,0.324923077,0.306451613,0,0.323860272
38358,47017,MILAN,TN,0.002363019,0,0,0.002060528
38358,47053,MILAN,TN,0.997636981,1,1,0.997939472
37882,47009,TOWNSEND,TN,1,1,1,1
37804,47009,MARYVILLE,TN,1,1,1,1
37841,47151,ONEIDA,TN,1,1,1,1
37819,47013,NEWCOMB,TN,1,1,0,1
25260,54053,MASON,WV,1,1,1,1
25235,54015,CHLOE,WV,0.123873874,0,1,0.124444444
25235,54013,CHLOE,WV,0.876126126,1,0,0.875555556
38006,47075,BELLS,TN,0.127299703,0.075862069,0,0.124013529
38006,47113,BELLS,TN,0.029080119,0.027586207,0,0.028748591
38006,47033,BELLS,TN,0.843620178,0.896551724,1,0.84723788
24739,54055,PRINCETON,WV,1,1,1,1
24870,54109,OCEANA,WV,1,1,1,1
40291,21111,LOUISVILLE,KY,1,1,1,1
26731,54057,LAHMANSVILLE,WV,0.013422819,0,0,0.013333333
26731,54023,LAHMANSVILLE,WV,0.986577181,1,0,0.986666667
26610,54101,BIRCH RIVER,WV,0.019480519,0,0,0.019396552
26610,54007,BIRCH RIVER,WV,0.006493506,0,0,0.006465517
26610,54067,BIRCH RIVER,WV,0.974025974,1,1,0.974137931
25520,54011,GLENWOOD,WV,0.483260553,0.333333333,0,0.481910275
25520,54053,GLENWOOD,WV,0.516739447,0.666666667,1,0.518089725
25438,54037,RANSON,WV,1,1,1,1
25601,54045,LOGAN,WV,1,1,1,1
40856,21013,MIRACLE,KY,1,1,1,1
40507,21067,LEXINGTON,KY,1,1,1,1
41004,21201,BROOKSVILLE,KY,0.03539823,0.022222222,0.117647059,0.035762789
41004,21023,BROOKSVILLE,KY,0.96460177,0.977777778,0.882352941,0.964237211
40342,21211,LAWRENCEBURG,KY,0.000355714,0,0,0.000326052
40342,21167,LAWRENCEBURG,KY,0.000711427,0,0,0.000652103
40342,21215,LAWRENCEBURG,KY,0.000177857,0,0,0.000163026
40342,21229,LAWRENCEBURG,KY,0.001600711,0.001190476,0,0.001548745
40342,21073,LAWRENCEBURG,KY,0.000444642,0,0,0.000407564
40342,21005,LAWRENCEBURG,KY,0.996709649,0.998809524,1,0.996902511
